rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
66,University of Amsterdam,"24,747",12.8,24%,68.8,49,62.2,92.80,39.9,87.4,2021
67,UNSW Sydney,"46,234",41,44%,68.2,51,62,85.30,66.8,94.7,2021
68,"University of California, Santa Barbara","24,780",28.2,18%,67.9,46,59.6,96.70,81.8,70,2021
69,McMaster University,"25,285",30.5,18%,67.5,47,53.1,95.80,99.5,83.8,2021
70,Fudan University,"32,597",11.2,13%,66.7,66,65.6,73.30,67.1,47.7,2021
70,Leiden University,"30,178",19,18%,66.7,46,66,84.10,72.6,82.2,2021
72,Erasmus University Rotterdam,"26,453",26.8,22%,66.2,38,57,97.60,73.6,87.8,2021
73,University of Montreal,"36,774",20.2,21%,65.6,51,52.6,87.40,78.3,84.3,2021
73,University of Zurich,"22,960",14.8,21%,65.6,50,50.4,89.80,64.1,92.1,2021
75,Charité - Universitätsmedizin Berlin,"7,431",17.4,20%,65.4,48,48,97.40,92.1,66.6,2021
75,Utrecht University,"32,022",14,10%,65.4,43,61.1,89.90,65.7,74.1,2021
77,University of Warwick,"21,775",13.3,41%,65.3,47,53.8,90.10,41.6,94,2021
78,Delft University of Technology,"19,594",17.4,31%,65.2,54,71.6,60.00,98.9,92.8,2021
78,University of Tübingen,"27,590",36.6,14%,65.2,53,59.7,81.90,77.1,64.3,2021
80,University of Groningen,"28,392",23.9,23%,65.1,41,56.2,92.60,69.8,85.1,2021
80,Humboldt University of Berlin,"33,388",56.3,18%,65.1,61,67.8,68.30,37.6,68.3,2021
80,Ohio State University (Main campus),"54,650",12.1,13%,65.1,56,54.2,87.90,53.3,60.1,2021
83,University of Freiburg,"14,878",32.5,21%,64.7,48,52.2,87.30,100,77.8,2021
84,University of Copenhagen,"30,746",4.2,17%,63.8,49,47.3,90.40,50.5,86.4,2021
85,Emory University,"12,923",4,20%,63.7,54,41.1,98.70,46.7,59.2,2021
85,University of Minnesota,"61,994",12.4,11%,63.7,55,59,81.40,80.3,40.7,2021
87,École Polytechnique,"2,850",5.6,44%,63.4,61,52.4,68.20,72.1,96.1,2021
87,University of Science and Technology of China,"16,434",7.2,5%,63.4,64,60.4,72.30,75.2,33,2021
87,Sorbonne University,"43,585",12.8,20%,63.4,63,54.5,73.50,36.9,68.5,2021
90,"University of Maryland, College Park","33,671",16.6,11%,63.1,47,58.8,90.20,38.9,42.9,2021
91,University of Bristol,"22,980",14.5,28%,63,40,48.6,95.60,39.8,88.2,2021
92,University of Basel,"9,229",12.3,30%,62.9,44,41.4,91.70,99.7,97.2,2021
92,University of Glasgow,"26,535",14.7,38%,62.9,41,48.1,94.30,39.9,92.8,2021
94,Purdue University West Lafayette,"41,573",16.3,22%,62.5,57,65.5,62.00,69.9,71.5,2021
94,Zhejiang University,"33,825",10.8,23%,62.5,66,65.6,52.30,100,65.1,2021
96,Korea Advanced Institute of Science and Technology (KAIST),"9,514",10.4,9%,62.4,64,68.1,57.90,100,36.6,2021
97,National Taiwan University (NTU),"24,880",9.9,12%,62.3,57,66.7,66.90,69.5,44.8,2021
98,"University of California, Irvine","35,040",17.5,27%,62.1,44,47.5,93.50,53.2,72.4,2021
98,University of Helsinki,"22,137",15.9,5%,62.1,43,58.3,88.90,37,56.1,2021
100,Shanghai Jiao Tong University,"38,556",11.9,11%,61.8,61,70,53.70,100,52,2021
101,Dartmouth College,"6,336",7.6,15%,61.7,58,39.2,95.30,37.8,40.7,2021
101,Sungkyunkwan University (SKKU),"23,340",19.5,18%,61.7,56,60.3,67.80,98.1,55,2021
103,Ghent University,"37,587",36.1,11%,61.6,47,57.4,79.60,79.9,60.7,2021
103,Lund University,"27,443",11.3,19%,61.6,39,54.5,85.50,79,77,2021
105,Michigan State University,"44,618",16.1,15%,61.5,53,55.1,77.90,36.4,63.6,2021
106,Aarhus University,"26,318",13.8,10%,61.4,37,56.4,86.20,71.3,76.6,2021
107,University of Birmingham,"30,195",14.8,30%,61.3,40,45.5,92.60,40.1,90.2,2021
107,RWTH Aachen University,"45,256",58.4,23%,61.3,56,62.4,62.90,98,60.1,2021
109,University of Bern,"11,417",16.8,16%,61.2,45,42.8,87.40,84.7,87.1,2021
110,Queen Mary University of London,"19,365",13.6,45%,61.1,35,43.6,97.40,41.5,96.8,2021
111,Nanjing University,"37,475",17.5,9%,61,52,54,75.20,91.3,56.3,2021
111,Uppsala University,"25,112",15.8,18%,61,39,55.3,84.80,72.4,72.2,2021
111,Vanderbilt University,"12,139",3,15%,61,49,44.5,94.60,53.5,43.6,2021
114,University of Bonn,"37,439",70.2,13%,60.9,49,49.8,84.90,52.7,61.7,2021
114,Penn State (Main campus),"46,682",11,15%,60.9,53,58.8,76.90,36.9,46.9,2021
116,Vrije Universiteit Amsterdam,"25,443",18,13%,60.8,38,52.1,89.30,57.5,73.1,2021
117,University of Virginia (Main campus),"24,879",9,13%,60.6,52,43.3,90.70,41.9,50.2,2021
118,University of Adelaide,"21,054",30.7,29%,60.4,34,42.9,96.00,68.5,92.3,2021
118,Free University of Berlin,"36,380",59.2,22%,60.4,57,64.4,58.40,42,73.3,2021
120,Georgetown University,"16,451",8.5,19%,60.1,55,33.8,94.70,65.7,47.2,2021
121,Case Western Reserve University,"10,774",9.1,23%,60,47,41,95.00,40.7,53.5,2021
121,Maastricht University,"17,326",18.4,54%,60,40,49.1,79.70,82.1,98,2021
121,University of Sheffield,"26,765",15.5,35%,60,45,47.4,81.80,46.5,87.7,2021
124,University of Arizona,"39,635",18,9%,59.8,48,51.7,85.60,50.3,40.4,2021
124,Rice University,"6,805",9.2,28%,59.8,48,38.4,89.90,42.9,77.3,2021
126,City University of Hong Kong,"9,510",10.8,51%,59.7,44,47.2,78.60,50.3,99.8,2021
127,University of Oslo,"20,737",12.2,17%,59.4,40,44.2,91.50,40.4,78.1,2021
127,University of Southampton,"23,500",14.3,35%,59.4,39,42.5,89.00,41.2,94.5,2021
129,Hong Kong Polytechnic University,"22,778",25.4,27%,59.1,41,47.5,81.00,41.7,96.1,2021
130,University of Göttingen,"30,894",28,13%,59,48,48.5,82.10,36.4,61.8,2021
131,University of Alberta,"32,846",21.5,27%,58.9,46,50.4,72.40,60,88.2,2021
131,University of Colorado Boulder,"34,481",16.1,11%,58.9,44,45.9,91.30,42,47.5,2021
133,University of Pittsburgh-Pittsburgh campus,"26,761",5.7,11%,58.8,46,42.8,93.90,40.6,41.7,2021
133,University of York,"16,880",15,25%,58.8,39,44.8,87.90,35.2,86,2021
135,University of Hamburg,"30,649",58.7,12%,58.6,45,53.9,74.10,93.7,58.7,2021
136,Lancaster University,"13,045",12.4,37%,58.4,37,40.5,90.90,35.2,94.6,2021
136,Université Paris Cité,"63,219",17.7,18%,58.4,51,38.2,86.30,33.3,66.4,2021
136,Radboud University Nijmegen,"20,752",17.3,16%,58.4,34,50,88.60,48,73.9,2021
139,The University of Western Australia,"18,253",22.5,29%,58.3,32,43.1,90.40,59.1,94.6,2021
140,Indiana University,"67,054",15,15%,58.2,50,48.8,77.80,51.7,53.6,2021
140,University of Mannheim,"10,593",78.3,18%,58.2,41,49.7,82.70,58.8,60.6,2021
140,Technical University of Berlin,"22,695",60.8,26%,58.2,51,55.9,62.30,93.9,66.9,2021
140,Ulm University,"10,503",28.4,13%,58.2,40,37.9,94.90,82,57.4,2021
140,University of Würzburg,"23,887",38.2,10%,58.2,39,43,90.50,70.2,61.5,2021
145,University of Cologne,"34,630",35,18%,58,43,44.8,81.60,79.6,69.6,2021
145,University of Ottawa,"35,140",24.6,20%,58,41,41.3,87.10,46,79.9,2021
147,University of Auckland,"32,596",22.6,31%,57.8,31,44.8,87.50,75.4,94.5,2021
147,University of Rochester,"10,017",4.9,34%,57.8,45,35.2,91.20,41.4,69.8,2021
149,Durham University,"17,090",15.2,31%,57.6,45,49.7,71.20,37.3,92.7,2021
149,University of Geneva,"17,271",16,38%,57.6,35,45.4,80.60,72.8,98.3,2021
151,Pohang University of Science and Technology (POSTECH),"3,034",9.7,3%,57.5,54,51.5,70.40,97.9,30.7,2021
152,University of Florida,"46,632",16.1,9%,57.4,54,60.4,61.90,56.1,40.5,2021
152,Pompeu Fabra University,"11,914",22.9,13%,57.4,37,39.9,93.80,50.9,65.8,2021
152,TU Dresden,"31,103",32.9,15%,57.4,47,48.6,73.10,96.7,57.6,2021
155,University of Cape Town,"21,647",11.7,17%,57.3,30,42.1,90.90,89,81.6,2021
155,Trinity College Dublin,"17,154",21.4,32%,57.3,41,44.4,78.30,50.7,94.8,2021
155,Tufts University,"11,024",9.7,16%,57.3,47,33,95.50,38.5,50,2021
158,Bielefeld University,"24,890",71.5,8%,56.9,34,42.7,94.80,66.5,48.3,2021
158,University of Nottingham,"30,800",15.1,29%,56.9,42,42.4,80.00,38.7,87.8,2021
160,University of Leeds,"31,460",14.3,30%,56.8,43,46.2,74.70,38.5,88.5,2021
160,University of Sussex,"16,260",15.9,37%,56.8,33,38.1,92.30,35.1,93.9,2021
160,University of Technology Sydney,"26,529",41.7,36%,56.8,35,44.3,81.10,53.7,97,2021
163,University of Liverpool,"25,170",14.6,33%,56.7,35,38.1,89.50,37.9,92.6,2021
164,Université Catholique de Louvain,"26,462",39.7,20%,56.5,38,51.5,73.70,57.9,80.5,2021
164,University of Vienna,"32,650",38.5,28%,56.5,46,56.4,59.10,36.3,94.6,2021
166,Rutgers University – New Brunswick,"44,264",11,17%,56.4,47,48.5,75.80,40.4,52.5,2021
167,University of Bologna,"67,298",24.4,12%,56.3,51,36.6,83.60,44.1,51.6,2021
167,Korea University,"22,666",16.6,22%,56.3,49,50.1,67.60,96.2,53.4,2021
169,University of Alabama at Birmingham,"18,211",17.3,6%,56.2,38,35.5,97.40,78.6,38.4,2021
170,University of Antwerp,"15,272",31.2,17%,56,35,46,80.70,83,70,2021
170,University of Leicester,"15,550",14.7,32%,56,31,33.6,96.20,37.6,90.7,2021
170,University of Notre Dame,"12,149",10.9,12%,56,52,45.5,71.50,38.1,57.3,2021
170,Sant’Anna School of Advanced Studies – Pisa,661.00,10,20%,56,46,39.6,79.90,85.9,57.2,2021
174,University of Exeter,"22,005",16.9,28%,55.9,32,38.3,89.90,35.8,91.5,2021
176,"Northeastern University, US","20,711",14.1,36%,55.8,37,29.1,98.20,36.5,76,2021
176,Ulsan National Institute of Science and Technology (UNIST),"3,983",14.3,8%,55.8,35,40.7,90.80,85.3,49.1,2021
178,University of Aberdeen,"12,860",16.6,42%,55.7,30,34.2,94.40,45.1,95.6,2021
178,Newcastle University,"24,090",14.6,27%,55.7,31,38.2,90.60,40.1,88,2021
178,Paris-Saclay University,"28,618",14.6,16%,55.7,37,48.7,80.40,34.5,65.1,2021
181,Scuola Normale Superiore di Pisa,557.00,6.7,11%,55.6,56,36.3,77.20,34.2,53.5,2021
182,Autonomous University of Barcelona,"31,284",12.5,17%,55.5,35,38.3,91.90,42.1,65.6,2021
183,Stockholm University,"27,200",19.1,10%,55.3,32,49.2,82.50,35.7,71.4,2021
184,Arizona State University (Tempe),"45,827",19.7,20%,55.2,38,47.8,79.10,37.1,62.8,2021
184,University of Canberra,"10,304",37.4,35%,55.2,26,32.9,99.70,41.2,89.8,2021
186,Queensland University of Technology,"35,555",42,17%,55.1,32,37.4,89.40,53.5,83.2,2021
187,Eindhoven University of Technology,"9,469",21.3,23%,54.9,47,49.7,57.90,99.8,82.3,2021
187,George Washington University,"23,788",13.4,17%,54.9,47,33.3,85.80,34.4,55.9,2021
187,Technical University of Denmark,"9,412",6.7,25%,54.9,40,41.2,72.40,78.4,92.7,2021
187,Yonsei University (Seoul campus),"17,745",14.7,22%,54.9,52,53.7,54.00,99.5,58.6,2021
191,Cardiff University,"25,900",14.1,28%,54.7,32,35.6,89.40,36.7,86.8,2021
191,University of Gothenburg,"19,616",9.8,13%,54.7,28,40.8,94.00,39.4,66.2,2021
191,University of Lausanne,"12,685",8.8,24%,54.7,33,44.1,76.10,71.3,92.6,2021
191,Tel Aviv University,"22,635",22.3,7%,54.7,40,52,73.00,41.1,56.2,2021
195,Macquarie University,"29,835",65.5,29%,54.6,39,43.1,73.70,58.6,87.1,2021
195,University of Münster,"44,580",42.9,8%,54.6,39,43.8,82.50,47,49.5,2021
197,Texas A&M University,"62,070",24.4,8%,54.5,47,51.6,64.80,44.9,56.1,2021
198,University of Barcelona,"45,494",15,11%,54.4,31,40.2,91.50,45.9,58.6,2021
198,University of Erlangen-Nuremberg,"38,052",57.3,12%,54.4,42,46.2,72.60,88.4,53.8,2021
200,University of Calgary,"31,863",17.6,21%,54.3,34,36.1,87.00,51.3,80.2,2021
200,University of East Anglia,"15,755",13.8,27%,54.3,28,31.4,97.10,34.5,87.9,2021
200,Queen’s University Belfast,"18,440",17.2,36%,54.3,32,38.1,84.00,38.4,96.7,2021
201–250,Aalborg University,"16,227",13.4,14%,50.6–54.2,28,38.6,85.60,49.1,74.5,2021
201–250,Aalto University,"12,506",18.6,24%,50.6–54.2,40,38.8,70.70,50,82.7,2021
201–250,University of Bath,"14,410",16.2,33%,50.6–54.2,30,32.2,80.50,36.5,91.8,2021
201–250,University of Bergen,"14,297",12.4,13%,50.6–54.2,28,29,94.40,36.3,78.3,2021
201–250,Brandeis University,"5,346",12.7,27%,50.6–54.2,28,24.4,99.90,34.7,55.8,2021
201–250,"University of California, Santa Cruz","19,457",23.8,12%,50.6–54.2,31,31.9,96.20,38.9,63.6,2021
201–250,Chalmers University of Technology,"8,325",11.9,17%,50.6–54.2,39,42.6,61.60,78.9,84,2021
201–250,Copenhagen Business School,"16,312",30.7,25%,50.6–54.2,26,33.1,86.20,42.4,93.3,2021
201–250,Curtin University,"30,130",20.5,32%,50.6–54.2,24,30.5,86.90,42.1,95,2021
201–250,University of Duisburg-Essen,"42,744",53.6,19%,50.6–54.2,32,33.6,91.50,70.4,60.4,2021
201–250,University of Dundee,"12,245",17.5,22%,50.6–54.2,24,32.1,91.50,49.3,80.9,2021
201–250,Griffith University,"33,645",28.6,17%,50.6–54.2,27,35.3,85.60,48,82.2,2021
201–250,University of Hawai’i at Mānoa,"14,732",10.6,10%,50.6–54.2,37,39.3,72.30,52.5,65.5,2021
201–250,Hebrew University of Jerusalem,"16,105",11.9,5%,50.6–54.2,46,45,61.30,42.6,60.5,2021
201–250,University of Hohenheim,"9,235",42.5,15%,50.6–54.2,34,31.1,96.40,50.8,55.8,2021
201–250,Howard University,"8,766",9.3,8%,50.6–54.2,44,17,99.50,33.3,35,2021
201–250,University of Iowa,"29,406",11.6,10%,50.6–54.2,42,30.2,80.60,50.6,46.1,2021
201–250,James Cook University,"11,198",21,11%,50.6–54.2,23,28.9,94.20,45.3,76.4,2021
201–250,Karlsruhe Institute of Technology,"26,886",27.9,23%,50.6–54.2,45,49.4,60.00,94.6,71.2,2021
201–250,King Abdulaziz University,"31,869",7.8,22%,50.6–54.2,31,16,95.20,77.7,93.4,2021
201–250,KTH Royal Institute of Technology,"13,482",16.5,20%,50.6–54.2,41,44.1,58.00,51,88.7,2021
201–250,La Trobe University,"22,303",31.9,30%,50.6–54.2,28,34.6,82.70,50,86.7,2021
201–250,Université Libre de Bruxelles,"24,157",42.1,31%,50.6–54.2,32,42.6,76.20,42.6,88.8,2021
201–250,University of Luxembourg,"4,858",19,51%,50.6–54.2,36,35,73.20,45.2,99.6,2021
201–250,University of Massachusetts,"61,958",13.3,15%,50.6–54.2,37,32,88.30,50.7,64.1,2021
201–250,Medical University of Graz,"3,541",12.1,25%,50.6–54.2,30,27.3,95.10,62.6,76,2021
201–250,Medical University of Innsbruck,"3,080",11,44%,50.6–54.2,31,26.3,92.30,86.9,87,2021
201–250,Medical University of Vienna,"7,466",8.8,30%,50.6–54.2,33,25.4,92.20,57.8,79.2,2021
201–250,University of Miami,"16,179",6.3,16%,50.6–54.2,45,25,81.40,40.5,60.6,2021
201–250,University of Otago,"18,571",20.4,21%,50.6–54.2,30,33.4,85.30,37.1,89.8,2021
201–250,RCSI University of Medicine and Health Sciences,"2,355",23.1,65%,50.6–54.2,31,33.3,87.80,50.3,94.1,2021
201–250,University of Reading,"15,205",15.8,31%,50.6–54.2,34,35.5,74.70,38.2,91.9,2021
201–250,"St George’s, University of London","3,425",12,21%,50.6–54.2,23,26.9,99.30,36.4,76.6,2021
201–250,University of São Paulo,"82,961",16.1,4%,50.6–54.2,57,58.9,44.20,41.7,35.2,2021
201–250,Sapienza University of Rome,"77,496",22.9,7%,50.6–54.2,52,41.4,68.50,44,41.4,2021
201–250,University of South Florida (Tampa),"34,839",19.2,15%,50.6–54.2,31,36.9,87.40,93.2,55.6,2021
201–250,University of St Andrews,"9,615",12.7,47%,50.6–54.2,43,44,55.60,36.7,95.4,2021
201–250,Télécom Paris,897,5.4,43%,50.6–54.2,44,38.1,68.10,81.1,84.7,2021
201–250,Tilburg University,"9,380",24,16%,50.6–54.2,37,50.2,61.90,51.2,79.8,2021
201–250,Tohoku University,"17,752",11.7,12%,50.6–54.2,58,61,38.10,97.4,46.7,2021
201–250,University of Twente,"8,207",14.4,35%,50.6–54.2,38,46.6,54.70,86.7,92.9,2021
201–250,University of Utah,"30,692",14.8,8%,50.6–54.2,38,31.8,86.60,56.4,32.8,2021
201–250,Virginia Polytechnic Institute and State University,"34,155",18.4,14%,50.6–54.2,36,42.4,72.50,47.8,55.6,2021
201–250,University of Waterloo,"32,804",22.8,21%,50.6–54.2,36,43.3,67.10,44,86,2021
201–250,Western University,"29,865",22.8,18%,50.6–54.2,40,35.8,79.30,64.2,80.7,2021
201–250,University of the Witwatersrand,"27,839",25.8,7%,50.6–54.2,31,43.9,77.80,100,72.8,2021
201–250,University of Wollongong,"18,517",30.5,29%,50.6–54.2,29,36.1,78.10,56.9,94.3,2021
251–300,Alfaisal University,"2,640",10.2,34%,48.0–50.5,20,21,98.70,45.2,97.8,2021
251–300,Auckland University of Technology,"17,909",17.1,49%,48.0–50.5,21,19.9,99.50,36.1,95.9,2021
251–300,Australian Catholic University,"24,087",46.3,13%,48.0–50.5,22,27.6,89.10,37.8,77.3,2021
251–300,Brighton and Sussex Medical School,900,9.5,14%,48.0–50.5,19,20.3,100.00,33.4,78.7,2021
251–300,University at Buffalo,"26,341",17.5,16%,48.0–50.5,37,34,73.10,44.7,64.6,2021
251–300,"University of California, Riverside","22,498",17.7,14%,48.0–50.5,31,30.3,85.00,37.5,65.7,2021
251–300,University of Cincinnati – Uptown,"29,309",20.5,9%,48.0–50.5,36,31.2,83.80,38.5,43.6,2021
251–300,Dalhousie University,"15,651",13.3,26%,48.0–50.5,28,29.2,78.40,42.4,87.7,2021
251–300,Deakin University,"41,341",33.9,26%,48.0–50.5,25,31.4,78.30,40.2,87.1,2021
251–300,École des Ponts ParisTech,"2,059",11.5,43%,48.0–50.5,36,23.8,79.20,58.7,83.1,2021
251–300,École Normale Supérieure de Lyon,"2,362",9,13%,48.0–50.5,44,45.6,53.50,50.5,67,2021
251–300,Flinders University,"17,167",25.4,40%,48.0–50.5,22,29.8,85.60,37.8,89.2,2021
251–300,Florida State University,"38,368",25.8,7%,48.0–50.5,38,40.1,69.50,38.7,45.9,2021
251–300,Friedrich Schiller University Jena,"17,063",20.1,14%,48.0–50.5,40,37.2,71.10,49.1,61.5,2021
251–300,George Mason University,"30,500",18.1,11%,48.0–50.5,31,28.9,89.90,35,47.8,2021
251–300,Goethe University Frankfurt,"46,481",19.2,16%,48.0–50.5,33,31.1,77.90,41.6,61,2021
251–300,University of Illinois Chicago,"27,031",11.5,20%,48.0–50.5,44,33,68.90,42.6,55.7,2021
251–300,Constructor University,"1,353",18.8,76%,48.0–50.5,39,32.1,64.60,57.1,91.1,2021
251–300,University of Kiel,"27,181",22.3,8%,48.0–50.5,30,30.3,85.90,33.3,56.4,2021
251–300,University of Konstanz,"11,553",51.1,13%,48.0–50.5,39,44.4,59.90,69.6,69.6,2021
251–300,Kyung Hee University,"20,862",17.5,23%,48.0–50.5,37,41.4,63.90,85.3,63.5,2021
251–300,Université Laval,"28,874",17.2,13%,48.0–50.5,39,33.5,71.40,63.9,69.8,2021
251–300,Macau University of Science and Technology,"10,596",24.9,84%,48.0–50.5,30,23.6,86.30,40.3,100,2021
251–300,University of Navarra,"11,329",14.9,24%,48.0–50.5,29,27.9,83.30,63.4,69.5,2021
251–300,University of Newcastle,"23,221",21.7,18%,48.0–50.5,26,30.5,80.70,53,84.2,2021
251–300,University of New Mexico (Main campus),"18,277",16.3,5%,48.0–50.5,40,30.2,82.30,42.3,33.5,2021
251–300,Nova Southeastern University,"17,101",21.2,6%,48.0–50.5,39,11.5,99.80,33.3,29.3,2021
251–300,Oregon Health and Science University,"2,999",1,3%,48.0–50.5,37,17.4,99.70,46.1,27.8,2021
251–300,University of Padua,"46,900",21.7,7%,48.0–50.5,40,32.8,78.50,38.3,48.8,2021
251–300,University of Potsdam,"20,668",55,12%,48.0–50.5,36,40.3,66.60,65.3,56.6,2021
251–300,Queen’s University,"24,354",26.1,14%,48.0–50.5,40,36.9,64.80,58.8,68.9,2021
251–300,Ruhr University Bochum,"42,954",59.5,15%,48.0–50.5,40,45.2,63.60,53.9,57.5,2021
251–300,Simon Fraser University,"26,778",27.5,30%,48.0–50.5,25,34.3,77.80,47.3,91.9,2021
251–300,University of Southern Denmark,"22,544",12.7,14%,48.0–50.5,21,30.2,85.20,71.1,78.4,2021
251–300,Southern University of Science and Technology (SUSTech),"3,656",9,1%,48.0–50.5,25,35.2,84.10,97.4,59.7,2021
251–300,Stellenbosch University,"24,525",25.9,8%,48.0–50.5,29,35.7,77.90,73.1,54.1,2021
