rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
42,KU Leuven,"46,327",36.3,16%,74,59.1,73.20,86.2,99.2,74.2,2022
44,McGill University,"31,581",12.6,32%,73,63.3,70.90,83.9,45.3,91.5,2022
45,Georgia Institute of Technology,"27,838",25.7,25%,73,58.2,69.40,91.4,71.4,77.7,2022
46,"Nanyang Technological University, Singapore","23,951",14.7,24%,73,57.2,70.30,85.1,87,93.9,2022
47,University of Texas at Austin,"49,845",16.7,10%,73,67.9,71.50,89.4,50.1,39.8,2022
48,University of Illinois at Urbana-Champaign,"47,202",18.3,23%,73,65.7,77.30,80.9,50,55.4,2022
49,Chinese University of Hong Kong,"18,478",19.1,25%,71,55.1,58.60,95,60.2,95,2022
50,University of Manchester,"36,545",14.3,43%,71,56.4,65.00,89.1,45.6,92.4,2022
51,Washington University in St Louis,"14,243",7.9,22%,71,60.5,57.50,98.5,44.9,62.1,2022
52,University of North Carolina at Chapel Hill,"31,064",8.1,8%,71,62.2,63.40,95.6,45,41.1,2022
53,Wageningen University & Research,"14,871",20.2,27%,70,50.1,58.10,95.6,100,86.4,2022
54,Australian National University,"18,934",17.6,47%,70,49.8,67.70,87.8,47.8,96.5,2022
54,The University of Queensland,"41,914",35.8,41%,70,55,62.00,85.8,86.2,93.4,2022
54,Seoul National University,"26,871",15.4,11%,70,73.8,73.80,68.5,98.2,36.9,2022
57,Monash University,"60,211",44.1,45%,70,54.3,61.70,87.7,79.2,91,2022
58,The University of Sydney,"47,956",19.3,47%,70,51.8,62.20,90.5,66.1,90.9,2022
58,University of Wisconsin-Madison,"39,783",10.3,14%,70,67.4,69.50,79.2,47.5,50.4,2022
60,Fudan University,"33,140",11.1,12%,70,66.8,68.40,79,70.7,48.6,2022
61,Kyoto University,"22,299",9.2,11%,70,78.5,78.90,58.3,80.8,38.2,2022
62,Boston University,"27,785",11,29%,70,57.3,60.20,93.8,46.5,65.5,2022
63,University of Southern California,"42,502",13.2,24%,69,62.1,58.80,90.3,41.2,65.5,2022
64,Brown University,"9,851",10.6,20%,69,62.2,56.60,92.9,37.4,61.9,2022
65,University of Amsterdam,"25,556",13.1,29%,69,49,63.30,91.6,41.6,89.8,2022
66,The Hong Kong University of Science and Technology,"10,147",21.3,31%,69,50.9,62.10,86.6,65.1,97.6,2022
67,"University of California, Davis","37,222",13.2,19%,68,58.8,64.60,81.5,50.7,68.9,2022
68,"University of California, Santa Barbara","25,578",28.2,19%,68,45.2,58.90,96.6,79.8,73.6,2022
69,Utrecht University,"33,569",18.1,11%,68,46.6,63.10,90.1,77,76.3,2022
70,UNSW Sydney,"48,077",40.5,44%,67,50.4,60.40,84.1,72.7,95.2,2022
71,Leiden University,"31,556",19.4,19%,67,44.8,65.10,86.8,71.8,84.1,2022
72,Erasmus University Rotterdam,"28,933",29.3,22%,67,40.2,57.80,97,76.5,88.5,2022
73,Charité - Universitätsmedizin Berlin,"7,998",18.7,21%,67,48.6,50.60,98.7,92.2,68.1,2022
74,Humboldt University of Berlin,"33,868",54.2,18%,66,59.9,66.70,73.5,41.6,70.1,2022
75,Delft University of Technology,"20,133",17,31%,66,57.1,71.10,59.4,97.7,93.6,2022
75,Zhejiang University,"40,352",11.8,20%,66,67.2,69.90,58.6,100,61.6,2022
75,University of Zurich,"23,714",15,22%,66,52.2,49.60,89.4,61.9,92.5,2022
78,University of Tübingen,"20,438",26.2,14%,65,53.3,58.70,82.9,82.7,65.2,2022
78,University of Warwick,"22,710",14.2,43%,65,46.9,53.00,90.7,44.8,94.5,2022
80,University of Groningen,"29,440",23.8,27%,65,42.5,55.30,90.6,81.1,88.7,2022
80,McMaster University,"26,112",30.2,20%,65,44.3,50.60,93.1,98.3,85.1,2022
82,Emory University,"13,179",4.4,20%,65,55.1,44.90,98.1,48.2,59.7,2022
83,Free University of Berlin,"27,018",43.2,23%,65,55.4,65.20,72.9,41.9,75.7,2022
84,Shanghai Jiao Tong University,"36,638",11.3,10%,65,64.2,71.90,59.3,100,47,2022
85,Ohio State University (Main campus),"55,809",12.4,13%,64,54.7,52.20,86.1,53.2,60.6,2022
86,University of Glasgow,"27,625",13.9,40%,64,41.9,49.90,94,40.7,93.1,2022
86,University of Minnesota,"61,321",12,10%,64,55.9,57.90,81.7,80.4,40.8,2022
88,University of Montreal,"36,524",19.6,23%,64,50.4,52.90,81.7,69.5,85.7,2022
88,University of Science and Technology of China,"16,718",7.3,5%,64,63.4,61.50,72.8,70.3,34.5,2022
88,Sorbonne University,"42,330",14.2,21%,64,61,53.60,76.6,38.2,70.4,2022
91,Hong Kong Polytechnic University,"21,979",26.4,29%,63,45.4,53.90,83.7,46,97.1,2022
91,Institut Polytechnique de Paris,"6,087",6.9,40%,63,57.3,54.70,69,77.1,94.5,2022
92,University of Bristol,"24,110",14.4,30%,63,40.6,49.20,94.7,43.7,89.1,2022
93,"University of Maryland, College Park","34,017",16.7,11%,63,49.3,56.80,89.8,39.3,42.9,2022
93,Michigan State University,"45,689",16,14%,63,58.1,56.10,77.2,37.7,62,2022
96,University of Copenhagen,"30,326",4.2,18%,63,46.8,47.10,88.8,54.4,86.8,2022
96,Ghent University,"38,984",35.7,11%,63,48.9,58.40,79.2,83.3,62.4,2022
98,"University of California, Irvine","35,944",17.1,28%,62,42.5,49.00,93.8,52,73.2,2022
99,Dartmouth College,"6,378",7.6,15%,62,60.1,40.20,93.6,38.9,41.7,2022
99,Korea Advanced Institute of Science and Technology (KAIST),"9,504",10.3,10%,62,64.1,66.50,59.3,100,38,2022
101,University of Bern,"11,556",16.6,16%,62,45,44.90,88.2,90.6,87.3,2022
101,University of Helsinki,"22,628",15.7,6%,62,44.3,56.90,88.5,37.8,57.3,2022
103,University of Basel,"9,440",12.3,30%,62,42.9,42.00,89.5,99.9,97,2022
104,Aarhus University,"26,521",13.6,9%,62,39.3,58.40,82.4,74.9,76.9,2022
105,University of Birmingham,"31,365",14.9,32%,62,40.3,45.20,93.3,40.6,91.7,2022
105,Nanjing University,"37,137",17.1,9%,62,54.9,54.60,74,86.8,56.6,2022
105,Purdue University West Lafayette,"43,411",16.6,21%,62,56.7,65.20,59.6,68.9,70.9,2022
108,University of Freiburg,"21,416",39.7,12%,61,47.1,51.80,82.2,97.2,61.4,2022
108,RWTH Aachen University,"45,628",55.5,25%,61,55.3,61.60,64.1,98.7,62,2022
110,University of Sheffield,"27,265",15.3,38%,61,45.5,46.40,86.3,48.8,87.8,2022
111,University of Adelaide,"22,061",30.6,32%,61,35.6,45.20,94.3,65.5,93.7,2022
112,University of Bonn,"27,743",49.8,16%,61,48.4,48.70,85.2,55.5,67.1,2022
113,National Taiwan University (NTU),"24,810",11.4,12%,61,55.8,64.70,64.8,75.4,46.9,2022
113,Vanderbilt University,"12,366",3,16%,61,48.6,43.80,94.1,56.9,48.7,2022
115,Vrije Universiteit Amsterdam,"26,593",18.6,14%,61,39.9,51.50,87.8,59.3,75.4,2022
116,Lund University,"28,498",11.2,19%,61,39.6,53.10,83.1,82,79.9,2022
117,Université Paris-Saclay,"40,884",12.7,19%,60,51.6,47.90,80.2,56.4,68.2,2022
117,Queen Mary University of London,"19,975",13.5,46%,60,33.7,41.60,98.1,42.7,97.1,2022
119,University of Göttingen,"30,610",26.6,14%,60,46.8,50.00,84.9,37.7,62.2,2022
119,University of Oslo,"21,413",13.2,19%,60,40.5,46.50,89.5,44.3,80.4,2022
119,Penn State (Main campus),"46,513",14.1,16%,60,49.3,60.30,75.3,40.7,47.5,2022
122,Lancaster University,"13,510",12.3,37%,60,38.6,40.90,93.9,36.4,94.6,2022
122,Sungkyunkwan University (SKKU),"23,104",19.2,19%,60,56.9,60.20,60.7,99.4,56.3,2022
124,University of Southampton,"21,815",14.1,36%,60,39.9,42.10,90.6,43.4,94.5,2022
125,University of Alberta,"33,475",21.9,28%,60,48.2,50.70,71.9,64.7,88.9,2022
126,Case Western Reserve University,"10,898",9.4,23%,59,47.6,41.70,91.9,41.7,53.8,2022
127,University of Leeds,"33,320",14.6,32%,59,43.7,46.50,81.1,39.8,90.3,2022
127,Maastricht University,"18,159",18,55%,59,39.8,50.00,76.1,84.6,98.1,2022
127,University of Virginia (Main campus),"25,377",9,13%,59,49.4,41.20,90.5,43.1,51,2022
130,Georgetown University,"16,703",8.6,20%,59,55,35.30,88.8,70.2,48.9,2022
131,Uppsala University,"26,917",16.5,17%,59,38.5,55.80,78.4,71.8,71.4,2022
132,Arizona State University (Tempe),"48,255",19.7,18%,59,46.3,49.20,80.9,38.5,62.8,2022
132,University of Hamburg,"30,953",59.8,13%,59,45.4,52.50,74.9,93.8,58.7,2022
132,The University of Western Australia,"18,683",21.3,30%,59,34.4,43.60,88,65,95.5,2022
136,Rice University,"6,885",9.2,28%,59,47.3,37.50,87.2,44.2,77.8,2022
137,University of Auckland,"32,983",22.7,32%,58,34,46.30,84.8,69.4,94.6,2022
137,University of Vienna,"33,852",38.3,29%,58,46.9,55.40,65.4,37.8,95.4,2022
139,Radboud University Nijmegen,"21,818",17.7,15%,58,35.5,50.40,85.9,44.4,74.8,2022
139,Technical University of Berlin,"22,118",55,27%,58,50.2,55.40,64.1,96.9,66.8,2022
140,University of Pittsburgh-Pittsburgh campus,"26,841",5.6,12%,58,45.6,42.30,91.7,42.6,43.6,2022
141,University of Nottingham,"31,360",14.8,30%,58,43.6,44.20,80.1,40.5,89.2,2022
142,University of Rochester,"10,177",6.7,36%,58,44.9,39.30,86.4,50.5,73.1,2022
143,University of Antwerp,"15,347",30.8,17%,58,35.4,47.00,85.4,85.7,70.6,2022
143,University of Exeter,"22,740",16.1,28%,58,33.9,39.30,93.5,37.5,91.6,2022
143,University of Technology Sydney,"26,955",39.6,37%,58,36.5,43.70,83.7,55,97.2,2022
146,University of Mannheim,"7,641",57.5,25%,58,43,50.50,76.6,60.7,67.5,2022
146,Newcastle University,"24,630",14.5,27%,58,34.1,39.80,92.8,42.3,87.5,2022
146,Trinity College Dublin,"17,495",21.2,32%,58,40.4,45.00,79.5,42.1,95,2022
146,Ulm University,"10,284",27.2,13%,58,39.8,38.60,92.4,85.7,56.9,2022
150,University of Arizona,"39,616",17.3,10%,58,46.6,48.00,82.4,50.5,41.4,2022
151,City University of Hong Kong,"9,506",10.7,56%,57,42.7,44.30,75.4,46.6,99.7,2022
151,University of Sussex,"17,405",17.6,37%,57,32.2,37.50,95.1,36.2,93.8,2022
151,Yonsei University (Seoul campus),"18,521",14.7,21%,57,54.9,58.20,55.7,96.9,58.6,2022
154,University of Florida,"47,007",16.3,9%,57,54.5,58.90,62,58.4,42.7,2022
155,Université Paris Cité,"62,366",17,19%,57,48.8,35.50,86.5,36.3,67.7,2022
156,Pompeu Fabra University,"11,863",22.9,13%,57,36.4,39.20,94.2,47.8,66.8,2022
157,Wuhan University,"54,421",15.2,7%,57,43.2,37.70,92.3,80.9,39.8,2022
158,University of Aberdeen,"13,105",16.8,44%,57,32.2,35.20,94,47.1,95.8,2022
158,University of Colorado Boulder,"35,491",16.6,10%,57,43.2,42.80,88.1,43.2,47.2,2022
158,Université Catholique de Louvain,"26,424",39.1,20%,57,38.4,52.10,73.2,62.5,80.9,2022
162,Durham University,"17,725",15,33%,57,44.9,47.80,69.7,37.8,93.8,2022
162,University of Ottawa,"35,791",25.4,22%,57,40.4,40.60,83.3,50,82.1,2022
162,Southern University of Science and Technology (SUSTech),"4,245",8.4,1%,57,29.4,39.40,98.5,78.5,60.4,2022
165,University of Würzburg,"23,374",35.6,10%,57,38.1,43.20,85.6,73.9,62.4,2022
166,Bielefeld University,"25,182",70.6,8%,57,36.4,41.80,94.4,42.4,48.1,2022
167,Indiana University,"66,716",12.9,14%,56,48.9,46.40,74.7,52,54,2022
168,"Northeastern University, US","20,910",14.1,36%,56,38.3,29.10,97.4,37.8,76.2,2022
169,University of York,"17,300",14.7,26%,56,39,43.70,79.1,37.1,86.7,2022
170,Autonomous University of Barcelona,"31,595",12.7,16%,56,36.6,38.90,90.6,42.9,66.9,2022
170,University of Canberra,"9,893",35.4,29%,56,27.9,33.80,98.6,44.2,89.8,2022
172,University of Bologna,"68,370",24.3,12%,56,49.8,36.90,82.7,45.3,52.1,2022
172,University of Cologne,"32,405",28.9,18%,56,42.2,43.70,77.1,76.9,66.7,2022
172,TU Dresden,"30,519",32.3,17%,56,46.7,47.20,69.3,97.4,59.3,2022
172,Tufts University,"11,152",9.9,16%,56,45.6,33.00,91.6,39.5,50.4,2022
176,University of Lausanne,"13,016",9.5,23%,56,32.8,45.40,77.1,78.1,92,2022
176,Stockholm University,"28,072",19.6,10%,56,30.5,49.10,84.9,36.5,69.4,2022
178,University of Liverpool,"25,910",14.6,35%,55,33.1,36.50,88.5,39.1,93.6,2022
178,Ulsan National Institute of Science and Technology (UNIST),"3,657",13.9,10%,55,37.7,41.10,85.4,91.8,51,2022
180,Karlsruhe Institute of Technology,"23,224",22.6,24%,55,45.7,51.50,61.3,93.3,71.7,2022
181,Huazhong University of Science and Technology,"56,709",16.2,5%,55,38.3,38.40,92.7,89.8,27.9,2022
182,University of East Anglia,"15,760",13.5,26%,55,28.3,32.50,97.9,35.9,87.5,2022
183,University of Cape Town,"21,757",13.3,16%,55,31.4,41.40,85.5,56.4,80.1,2022
183,University of Notre Dame,"12,234",10.8,13%,55,51.2,43.20,70.7,39.7,59,2022
185,University of Gothenburg,"21,033",10.6,13%,55,29.6,42.30,90.5,42.7,66.1,2022
185,University of Leicester,"15,030",14.1,31%,55,30,32.30,94.2,39.9,91,2022
185,Pohang University of Science and Technology (POSTECH),"3,183",10.1,3%,55,52.3,49.10,65.4,98,31.1,2022
185,Technical University of Denmark,"9,321",6.6,23%,55,39.6,40.60,72.4,86,92.2,2022
189,Cardiff University,"26,620",14.7,28%,55,31.9,36.10,89.1,39.9,87,2022
190,King Abdulaziz University,"32,034",7.8,22%,55,36.7,22.90,92.4,74,93.6,2022
190,Rutgers University – New Brunswick,"44,870",10.8,17%,55,46.6,47.50,70.4,47.2,52.8,2022
192,Macquarie University,"30,249",69.6,30%,54,39,43.30,71.4,63.3,89.5,2022
193,University of Barcelona,"45,382",16.1,11%,54,31.9,40.00,90.4,47.1,59.4,2022
193,Queensland University of Technology,"36,366",40.2,18%,54,32.2,36.70,86.8,50,84.6,2022
193,Texas A&M University,"62,790",21.6,8%,54,47.4,51.10,64.6,46.5,56.1,2022
196,Medical University of Graz,"3,733",13.3,26%,54,30.3,29.10,95.9,66.7,78,2022
197,University of Erlangen-Nuremberg,"30,747",44.7,13%,54,42.2,45.70,71.5,88.7,52.8,2022
197,University of Geneva,"17,744",8.2,39%,54,34.4,33.60,83.1,51.6,98.6,2022
197,University of Hohenheim,"8,614",38.5,11%,54,34.4,31.20,97.5,48.5,51.4,2022
197,Sapienza University of Rome,"71,992",30.6,9%,54,51.5,41.70,70.9,55.9,44.3,2022
197,Scuola Normale Superiore di Pisa,581,6.9,12%,54,56.5,38.60,67.8,36.9,55.4,2022
201–250,Aalborg University,"16,519",12.8,13%,50.4–53.9,27,38.00,79.3,49.8,78.5,2022
201–250,Aalto University,"12,815",19.4,24%,50.4–53.9,38.9,38.60,71.6,54.2,83.7,2022
201–250,Alfaisal University,"2,724",10.1,34%,50.4–53.9,20.2,21.20,99,41.7,97.3,2022
201–250,Auckland University of Technology,"18,528",17.4,50%,50.4–53.9,20.8,21.50,98.9,37,96.2,2022
201–250,University of Bath,"14,655",15.7,34%,50.4–53.9,32.2,34.00,78.9,38.7,92.9,2022
201–250,University of Bergen,"14,327",12.3,13%,50.4–53.9,28.7,30.30,91.6,37.5,78.7,2022
201–250,Brighton and Sussex Medical School,975,10.3,17%,50.4–53.9,21.5,24.20,100,34.8,80.6,2022
201–250,University of Calgary,"33,099",18.2,21%,50.4–53.9,34.9,37.20,80.4,65.6,80.4,2022
201–250,"University of California, Santa Cruz","19,700",24.1,13%,50.4–53.9,31.5,31.20,96.7,42.1,65.6,2022
201–250,Copenhagen Business School,"16,637",27.5,25%,50.4–53.9,24.1,33.40,86.2,42.4,94.5,2022
201–250,University of Dundee,"13,015",18.2,24%,50.4–53.9,25.4,30.70,89.1,48.9,83.2,2022
201–250,Eindhoven University of Technology,"11,326",24.6,22%,50.4–53.9,44.4,48.20,56.1,99.9,83.8,2022
201–250,Friedrich Schiller University Jena,"16,964",25.3,15%,50.4–53.9,41.4,40.70,73.5,57.1,60.5,2022
201–250,George Washington University,"23,375",12.7,18%,50.4–53.9,46.3,31.40,79,36,57.9,2022
201–250,Griffith University,"35,020",29,18%,50.4–53.9,27.5,35.30,80.4,50.6,82.8,2022
201–250,University of Konstanz,"11,453",50.2,13%,50.4–53.9,40.5,46.10,59.4,74.8,69.7,2022
201–250,Korea University,"22,799",13.4,23%,50.4–53.9,47.4,47.00,63.4,91.9,50.9,2022
201–250,KTH Royal Institute of Technology,"13,422",16.7,21%,50.4–53.9,38.8,44.70,56,69.8,90.2,2022
201–250,La Trobe University,"26,097",33.8,39%,50.4–53.9,27.6,34.00,86.3,46.7,89.8,2022
201–250,Université Libre de Bruxelles,"25,743",44.8,31%,50.4–53.9,32.5,42.10,78.6,43.8,88.9,2022
201–250,University of Macau,"9,874",15.1,38%,50.4–53.9,30.2,39.30,71.2,45.7,99.4,2022
201–250,University of Massachusetts,"62,595",13.2,15%,50.4–53.9,36.5,29.40,90.2,52.6,64.4,2022
201–250,Medical University of Innsbruck,"3,168",12.1,43%,50.4–53.9,31,28.60,88.4,91.4,87.2,2022
201–250,Medical University of Vienna,"7,232",8.9,30%,50.4–53.9,34.6,26.90,92.7,61.9,79.8,2022
201–250,University of Miami,"16,479",10.3,16%,50.4–53.9,45.2,32.10,75.9,47.5,59.5,2022
201–250,University of Münster,"28,539",25.5,7%,50.4–53.9,40.3,41.50,80.7,48.1,48.7,2022
201–250,University of Otago,"18,690",20.5,21%,50.4–53.9,31.3,34.70,77.5,39.6,90.1,2022
201–250,University of Padua,"48,651",21.9,8%,50.4–53.9,41.3,33.80,80.3,40.9,49.4,2022
201–250,Queen’s University Belfast,"18,485",16,37%,50.4–53.9,29.3,36.30,80.3,41.3,97.2,2022
201–250,RCSI University of Medicine and Health Sciences,"2,488",24.9,66%,50.4–53.9,29.2,35.30,84,52.6,94.9,2022
201–250,University of Reading,"15,435",15.8,31%,50.4–53.9,35.9,36.70,78.8,40.4,92.6,2022
201–250,"St George’s, University of London","3,485",13.4,21%,50.4–53.9,21.8,29.00,99.1,39.8,77.4,2022
201–250,Sant’Anna School of Advanced Studies – Pisa,706,10.3,21%,50.4–53.9,46.4,40.60,70.5,89.2,57.8,2022
201–250,University of São Paulo,"82,323",16.5,3%,50.4–53.9,55.8,58.90,43.3,42.3,35.9,2022
201–250,Simon Fraser University,"27,015",27.9,31%,50.4–53.9,27.7,35.00,81.5,49,92.1,2022
201–250,University of South Florida,"39,779",21.4,13%,50.4–53.9,30.2,35.90,85.8,91.2,55.1,2022
201–250,University of St Andrews,"9,500",12.2,47%,50.4–53.9,45.2,43.80,60.2,37.7,95.5,2022
201–250,University of Surrey,"14,455",16,36%,50.4–53.9,31.5,34.70,75,43,94.6,2022
201–250,Taipei Medical University,"6,140",9.9,10%,50.4–53.9,46.9,33.00,73.4,96.9,42.9,2022
201–250,Tel Aviv University,"22,809",22.2,7%,50.4–53.9,40.6,51.70,68.4,43.1,56.4,2022
201–250,Tilburg University,"9,944",24.8,18%,50.4–53.9,36,49.40,63.3,51,81.9,2022
201–250,Tohoku University,"17,888",12.2,14%,50.4–53.9,56.6,58.70,37.8,97.2,49.5,2022
201–250,University of Twente,"8,981",14.9,37%,50.4–53.9,37.9,46.80,57,86.9,93.8,2022
201–250,University College Dublin,"23,066",23,31%,50.4–53.9,32.2,39.00,71.8,48.7,93.6,2022
201–250,Vita-Salute San Raffaele University,"3,114",10.6,4%,50.4–53.9,37.6,22.50,98.6,36,42.8,2022
201–250,University of Waterloo,"33,613",23.8,22%,50.4–53.9,35.6,43.20,67.7,47.1,87.1,2022
201–250,Western University,"28,301",28.5,22%,50.4–53.9,39.9,39.00,72.6,80.2,85.6,2022
201–250,Western Sydney University,"35,766",37.8,23%,50.4–53.9,26.2,30.50,88.7,42.4,87.9,2022
201–250,University of Wollongong,"18,222",30.2,30%,50.4–53.9,30.8,37.60,77.3,55.8,94.7,2022
251–300,Australian Catholic University,"23,750",42.9,15%,48.1–50.3,19.5,27.50,95.9,36.6,80.2,2022
251–300,Beijing Normal University,"23,424",14.5,12%,48.1–50.3,47.2,41.00,56,71.1,45.7,2022
251–300,Boston College,"12,958",15.1,12%,48.1–50.3,47.5,34.60,64.4,35.1,46.4,2022
251–300,Brandeis University,"5,425",12.2,28%,48.1–50.3,28.2,21.70,99,35.6,57.5,2022
251–300,University at Buffalo,"27,114",17.9,16%,48.1–50.3,37.9,33.40,71.4,47.4,64.8,2022
251–300,"University of California, Riverside","23,155",17.7,14%,48.1–50.3,30.5,29.70,84.1,40.9,65,2022
251–300,Chalmers University of Technology,"9,573",13.8,18%,48.1–50.3,31.8,42.80,63.3,65.5,77.5,2022
251–300,University of Colorado Denver/Anschutz Medical Campus,"17,224",3.9,8%,48.1–50.3,35.1,19.40,94.8,42,31,2022
251–300,Curtin University,"30,221",20.7,32%,48.1–50.3,25.2,32.60,82.5,43.5,95.5,2022
251–300,Dalhousie University,"16,077",13.8,28%,48.1–50.3,27.6,29.70,77.5,43.3,89,2022
251–300,Deakin University,"42,675",33.6,28%,48.1–50.3,26.5,32.30,79.3,42.8,89.2,2022
251–300,University of Duisburg-Essen,"41,728",45,19%,48.1–50.3,32.9,33.50,80.3,67.2,61.1,2022
251–300,Heinrich Heine University Düsseldorf,"29,297",36.1,12%,48.1–50.3,34.9,32.00,78.6,43.7,59.6,2022
251–300,École des Ponts ParisTech,"2,096",11.7,45%,48.1–50.3,31.9,22.20,87.4,59.6,83.8,2022
251–300,Flinders University,"16,976",28.2,36%,48.1–50.3,25.5,31.00,83.3,40.7,89.9,2022
251–300,Florida State University,"39,380",24.7,7%,48.1–50.3,39,38.00,70.1,40.8,47.3,2022
251–300,George Mason University,"31,652",18.2,11%,48.1–50.3,32,28.50,84.9,36,48.5,2022
251–300,University of Hawai’i at Mānoa,"14,789",10.7,11%,48.1–50.3,36.5,39.90,67.1,39.1,66.9,2022
251–300,Howard University,"8,453",8,8%,48.1–50.3,43.9,16.10,95.7,34.8,35.4,2022
251–300,University of Iowa,"29,591",11.5,9%,48.1–50.3,40.6,29.60,77.6,48.6,47.4,2022
251–300,James Cook University,"10,794",20.1,12%,48.1–50.3,25.4,29.90,88.6,45.5,78.7,2022
251–300,University of Kiel,"27,750",22.5,9%,48.1–50.3,30.3,31.10,85,34.8,57.7,2022
251–300,Kyung Hee University,"20,599",17.5,25%,48.1–50.3,35.5,40.50,64.6,89.7,63.7,2022
251–300,Lappeenranta-Lahti University of Technology LUT,"4,333",29.6,15%,48.1–50.3,27.8,31.30,84.1,54.9,61.2,2022
251–300,Université Laval,"28,662",17.1,14%,48.1–50.3,38.9,34.80,67.7,66.4,71,2022
251–300,Linköping University,"15,873",14.6,14%,48.1–50.3,24.8,38.40,77.9,60.7,69,2022
251–300,University of Luxembourg,"4,890",19.1,52%,48.1–50.3,33,39.20,65.7,47.3,99.5,2022
251–300,Macau University of Science and Technology,"11,113",25.7,88%,48.1–50.3,30.3,22.80,82.3,46.4,99.9,2022
251–300,University of Navarra,"11,545",14.7,26%,48.1–50.3,28.7,29.30,85.1,65.9,71.7,2022
251–300,University of Newcastle,"23,706",29,19%,48.1–50.3,27.1,33.20,78.9,61.4,85.6,2022
251–300,University of New Mexico (Main campus),"19,227",17.5,5%,48.1–50.3,39.4,29.10,80.1,42.8,34.1,2022
